,review
340,优点是故事节奏和画面都算流畅吧，但技术上并未看到比《大圣》有什么进步，成熟的商业动画吧，影院里的小孩子都看得很开心。为讨好大众难免有些媚俗，屎尿屁网络用语，卖基中二燃加感恩父母？最遗憾的还是改掉哪吒的死法吧，如果没有剔骨还父割肉还母，那用哪吒这个形象有什么必要吗？请蛮吉回来不就好了？
341,主角的戏写得很聪明，尤其做出来了哪吒和敖丙的关系，令人接受容易又不落俗套。但节奏是一大问题，不如本身的技术那样流畅。思想上要比大圣成熟，但没有大圣那样锋利，我个人不喜欢的是配音部分。题外话，我在漫威中看到了世界上那么多维护世界和平保持公共安全的各路超英，可是在中国的这样的动画里永远看到的都是反面的神仙，查无此人的元始天尊，阴险狡猾的申公豹，缺乏专业的太乙真人，玩忽职守的结界神，这些代表着上层的人总是要被塑造成这样的轻浮与标签化，也许一部分暗合了世人的想象，但真的并不真实生动。这个电影没有在任何一个其他的角色上做出真正丰满立体的设定，都是在一个维度里做得规范踏实，所以最后这个可怜天下父母心感人却不深刻。
342,哪吒和敖丙，其实就是小鱼儿与花无缺。魔丸和灵珠算一体两面的双胞胎，不同成长环境造就了不同的性格，一个是恶人谷魔星，一个是移花宫传人。小鱼儿不恶，花无缺却被恶人迷了心智，最后被设计打个你死我活。 
343,让人物智商下线来推动剧情是最低级的剧作方式。这个故事就是靠着犯蠢来推动剧情的，浪费了有趣的创意和设定。就算最后口号喊得再响亮也盖不住空洞的故事。导演说为了避免反派脸谱化做了很多设定，恰恰最大的反派陈塘百姓是最脸谱的，跟银河一个德行，群众就是恶的化身。
344,“作为新晋的国产动画旗手，我们希望新晋的黑马不止于利用好莱坞式的叙事方式来讲述东方神话，而是希望它可以在主题、在美学、在技术上有更加深入的开拓和探索，而不仅仅只是传达单一讯号——我们和好莱坞的差距，正越来越小。”
345,技术上很成熟了但是…
346,段子少点就好了
347,"哪吒是部很好的电影，
但是我看过更好的哪吒，
新版的差不多改编了整个故事，
从前的哪吒，反抗的是父权，是统治阶级，是所谓的优越感的天界权威。
现在的想哪吒，反抗的是虚幻的命运。
啥意思呢，就是好好听话，别折腾，你是谁，你有什么身份，都是天命所定。
真是非常主旋律的一部电影了。
所以我更喜欢那个自杀的哪吒，那个削骨还父，削肉还母的哪吒。
但是电影是不错的，推荐去看。"
348,没有稳定的三观，没有逻辑，没有文化输出，少儿不宜。
349,千言万语汇成三个字：看不惯
350,网络段子对本片的伤害是巨大的，除此之外，这片到底想说啥呢。
351,3星半吧。故事是全须全尾讲完了，燃的地方也能带动情绪，但为爹奋战真的不能接受……另外打完全村忽然单膝跪地嘿，这时候就很感谢复联4的导演把所有人朝着钢铁侠单膝跪地的一组镜头弃用了。
352,咱也不敢说，咱也不敢问
353,犯了和陈凯歌版赵氏孤儿一个毛病，把原著里最激烈的人性冲突给剔除了。
354,故事完整流畅，表达OK。最大毛病可能就是一个经典悲剧形象，经得起反复挖掘的深度，被迪斯尼化了，阖家欢乐四个字，注定止步在少儿档与真善美。我觉得甚至可以从赛博朋克人体炼金改造角度的切入哪吒这个命题，更别提都被痛痒乐团拿来做俄狄浦斯反叛标签的经典形象了。适合暑期档父母带孩子一起去看。
355,冥冥中有股党性...
356,价值观表达处理不好，上限就在那儿了。
357,远远比不上老版，哪吒闹海的个人主义对抗父权社会，反规训的摇滚精神消耗殆尽，取而代之的是集体主义认可和嬉皮笑脸，最可怕的是将哪吒本身充沛的生命激情变为了邪恶，又用家庭和集体相混淆的方式进行洗涤。最后变为了父爱无疆，友谊万岁与女权主义对个人自由和性情挥毫的压抑。可见四十年来价值观的惊人变化。
358,国漫就剧情逻辑是硬伤啊，也不讲科学。
359,我看哪吒，就是抱着观察代沟的角度去看的。因为票圈零星金句所代表的片子主题，不出我所料，一定会打动网络时代活在众人（庸众）普世价值观“无所不在凝视”之中、想要喘口气做回自己（有没有自己另说）的乖顺年轻人的心灵。片子把这个故事所蕴含的原本直刺中国传统文化中最隆重的父母与孩子关系的惨烈故事，柔化成了带入感极强、（小）中产、乖孩子主流心态的父母关系中，做自己，善战胜恶，父母、师傅为孩子奋不顾身………一部不错的主流商业片，为了支持国产动画片，我不后悔花钱买票进影院。对我来说最有趣的，是观察今天能说服年轻人的场景想象、像素精度，以及中国动画片如何在迪士尼和日漫夹击中慢慢摸索自己审美语言的那个过渡………
360,泼个冷水，“哪吒”的模式其实还蛮网文的，穿插着各种不合时宜的现代烂俗梗，尤其是在各种隐藏“大战”（封神战）、“等级”、“技能”术语悄然而过的瞬间，就令我不止一次地回想起无数个躲在被窝里偷看网络小说的夜晚，可惜现在早已不是这种年纪。“哪吒”的技术固然是无可挑剔的，然而故事略中二，深度如爽文，人物看似反传统，但其实又套路得可怜，逆天改命这种写烂了的东西大家是看得太少吗？就不要去妄想什么暗黑神话颠覆改编了，一切都是为了服务“画面”二字。
361,抛却一切成见，心平气和观看本片，非常负责任地说一句，真的难看
362,身为哪吒爱好者有些不能忍受这么多周星驰梗的化用，伴随主题上完全的悟空化，私心减一分。不仅是哪吒敖丙的正邪对立在中途来回180度翻转，李靖乃至百姓等人的立场也完全摇摆不定，剧情完全服务于个人鸡汤励志主题，相比起来，一反剔骨割肉的李氏一家相亲相爱反而还显得比较无可厚非了，毕竟是父母出票钱带小孩来的，你还能让他们演什么呢？
363,只要提到价值，中国电影的标准便会坍塌。明眼人都看得出，幕后黑哪是一脸奸相的大药厂，又或者，结尾辩方律师可以再底气不足一些。前后大发感言的两名老太，表演模式有何本质不同。徐峥的转变与倒贴，全是目睹惨相的愧疚觉悟——而在这样一部电影里，最不缺的就是惨。被消灭的，何止是戴口罩的病人
364,直面现实问题，勇气可嘉。但把矛头指向药物研发厂家是不公正的，药物研发需要巨额资金投入和漫长的时间成本投入。试想如果无人去研发药物，仿制药又何从仿起？对于病人来说，那才真的是只能等死。不过要是把矛头指向了应该指向的所在，这部电影也就无法上映了，所以想通过电影来改变现实的人，醒醒吧。
365,对《药神》所有褒奖都建立在中国电影市场的贫乏和落后之上，纯从视听剧作的技艺层面，《药神》只是一个中规中矩没犯错的工业标准产品，甚至在导演层面是平庸的，连一个令人印象深刻的调度或者美学设计都找不到，如何可能有欲望再看一遍呢？但它又给中国工业指向了一个正确方向...
366,病是一种罪，上帝也不能赦免；穷是一种病，药神也无法医治。思慧把脱掉的衣服一件件穿上，黄毛把留长的头发一寸寸剪下，程勇把缺口补上，受益把口罩摘下。法和情谁上谁下，命和钱谁上谁下，灾厄的红药水抹到谁的头顶，侥幸的救世主降到何方人间。许多人终其一生都在寻一种药，没药的世界我们能不能活？
367,“送出去挺好的，将来比咱们有出息”，结合全片看这句台词会非常有意思。前半段刻意营造的笑料过多，同时使得整部片的意旨变得暧昧不清，而原型人物的重量和意义也被那一个个太过戏剧性（和喜剧性）的情节所无形消解。以及，在这个首尾都需要字幕进行“立场矫正”的环境下，还是别类比《达拉斯》了吧。
368,怎么不能拿《达拉斯买家俱乐部》说事了？同样的题材，人家对人性挖掘地多好，我们只会煽情。
369,嗯不知道是该高兴还是失望，中国（全亚洲都)在向韩国看齐拍所谓改变国家的狂煽情样板戏，故事写的不错，但总觉得它们不是电影。
370,个人推动改革的一个好故事。归根结底，制药公司不应该做救世主，执法人员不应该做救世主，普通人就更不应该做救世主。救世主是谁？国家啊。得靠健全的医保制度。
371,年代感还算不错，挑点错吧：2002年4月26日（锦旗上日期）之前是不存在QQ群的；2003年百度还没有熊掌logo。
372,显而易见的，并不是一部多么出众的电影，却也是一部值得些许尊重的电影。
373,非常赞同的一句话—“不能因为题材好，就可以无视其他的都给高分吧”
374,很好的题材和故事原型，可惜处理的太飘了。主线故事不够扎实流畅，人物转变突兀没有说服力，支线乱加戏，过于热衷添设煽情催泪戏码。
375,全方位通俗且教科书，符合主流国内观众观影水准式的改编，这样的题材和最后的呈现能做到这样，非常值得尊敬，但整体艺术水准不如《嘉年华》！
376,戏里戏外，每一层文本都很中国。中国式现实主义其实是个童话，中国人世世代代都需要假想的侠，中国人有了钱就有了尊严可以砸人跳脱衣舞，中国电影的逻辑置换绕太多弯外国人大概看不懂，所以这个片子在中国取得巨大成功并没有什么好奇怪的，它迎合的是每个中国人的X点。
377,我就问药企的研发费用谁买单？市场经济这么多年了，商人还是地主周扒皮嘴脸，都晓得吃饭不能搞人民公社大锅饭，吃药就一定要全民AA？谁不同情病人，谁不担心自己没有药，谁不渴望延续生命？但不代表这病人所得到的救赎就真的那么理所应当。
378,改编改变了主人公身份，加了戏剧冲突，以此升华主角使其变得崇高，体现情理和法理的二律背反主题。可毛病不少：脱口罩礼赞加夹道欢送，这是什么待遇？有造神嫌疑；特写多，摇镜粗暴，艺术性差，由此剧情显得非常扎眼，易被认为在绑架观众。但演员出色，感情细腻，加上题材缘故，还是给个中评吧。
379,我更喜欢原型故事。
380,这种电影，给个五星容易，给三星很难。
381,这种电影，给个五星容易，给三星很难。
382,国产电影阉掉的结尾多少分都扣没了。在各方力量挤压下批判现实主义在当代已经完了，能指与所指脱节后迎来的是幻象批判主义。在影片里到处都是无意识：赚一笔就离开这里，一定把孩子送到国外，有了钱生命仍然欠缺意义……实际上把所有可能走过一遍之后，会发现唯一有效的路一开始已经摆在那了：去上访。
383,可能人们离现实太远了，看到一个和现实稍微沾点边的电影就全民狂欢了。。这就是一个普通的商业电影，病态的电影市场
384,3.5，上海买家俱乐部。整体还不错，前半段展开分寸拿捏的可以，后面过度煽情了，几乎五六分钟就要来一段情感宣泄，用台词对主题的不断强调也显得重复。最后十里长街送药神的配乐也太主旋律了。感觉作者后面没沉住气，急切地想把所有话都说出来。
385,非常拧巴的片子，讲了个有价值的现实故事，但每个元素又都不对：最根本的郑筱萸和高额关税两个真靶子，被医药公司和公安局局长给顶锅了；程勇有陆勇的原型，可陆勇本身又早被利益腐蚀掉了；假药骗子张院长活灵活现，生活中这些人又没有得到惩罚……种种红线把这片子拴得死死的，结出一个心酸的怪胎。
386,看到两股势力的交锋，却没看到锋芒下的冒险精神，题材本身所具有的深度在迫击炮般的泪点轰击下被冲淡不少，更何况此中个人神化的倾向性太过乖张，虽能一语中的指出诟病所在，但这样的蜻蜓点水无论从哪个角度看都像极一场模式化的兜售，权衡和融合后本质也仍是求稳心理，但这不能怪创作者，大环境如此。
387,电影将“陆勇案”进行了戏剧化改编，把主角的身份由病人改编成商人（这一改编对整个故事架构、人物设定造成很大影响），并以男女老青各种阶级身份的病人、家属作为配角，展现了病人弱势群体众生相。将大医药厂商代表立为反派（迎合国情？）。在中国电影创作环境下，本片确实为难得的关注现实题材的力作。编、导、演整体不错，但也不够突出，仍有不少套路与瑕疵。不时出现的喜剧元素减少了苦难煽情成分，但也削弱了稳重的现实风格。警察角色不够立体，其表达出的善意缺乏动机。结尾为过审而“正能量”的风格也让人遗憾。演员表演和剧本的深度、完成度与《达拉斯买家俱乐部》以及诸多韩片现实题材电影相比尚有差距。值得鼓励，但不值得过誉
388,谭卓有点郝蕾的意思。
389,从印度药神，中国药神，最后上映成了我不是药神，悲剧改喜剧。导演镜头设计有很多瑕疵，但精准戳中了社会情绪点，预计票房50亿。医疗、警察、海关系统，全都黑了一遍。没有版权意识的观众很容易接受这种思想：你花十几亿美元研发灵药仍然是奸商，我不努力挣钱不买保险不锻炼身体得病就应该吃到药。
390,可能煽情部分对大多数老百姓来说，是做的很到位，我这种身经百战的豆瓣er可不吃这套😓，片子不坏，题材好，值得看看，三星半吧。媒体吹的上天，也有点滑鸡
391,题材3分，前半部分3分，后半部分1分，结尾0分。高分说明讲好一个故事在现在的院线已经是多么难得的事，以及，不能把讲不圆一个好故事的锅都甩给广电总局。结尾可以好很多的。
392,印度仿制药是拿印度患者做实验的，根本不考虑人权，全世界盗版侵权都被诟病，不知道为啥印度仿制药这样就被赞扬。短时间内这种便宜药可能对部分患者有益，长时间来说这种情况泛滥以后就没有公司愿意研发新药了，现在很多便宜的好药已经没有厂家生产了，没有利润，厂家也要发工资吃饭。
393,社会上只有一种病就是穷
394,对韩国电影和《达拉斯买家俱乐部》现学现卖，非常模版化，也非常有效。戳中了观众的某些痛点，但改编的程度过大，反而隐藏了真正的现实。如同《辛德勒的名单》里撒出的是水而不是毒气，这类题材在造神的同时，也背负了粉饰历史的原罪。
395,善良是一种选择。题材难得，成功造神，真实事件作嫁衣，换个名目也成立。人物特点突出但落不下去，患病停药有什么后果，何以至此？一概不知。狂欢似的拔地而起，现实一敲打就退缩。前一半飘，后一半煽。仅以法大于情、求生无罪拷问现实，很弱。意不在关怀，而在巨婴社会做好人难。演技合格。好项目。
396,题材过审不易，煽情肯定削弱了力量。宁浩本来要导的
397,挺好看，演的厉害，拍的聪明，也跟着度过了一段哭哭笑笑的时光。弱与用力过猛的地方、PPT式煽情的地方，作为消费者，觉得可以理解，乐意支持，也愿意推荐给更多人。两星扣给作为观众的这届年轻人。从什么时候，看电影要比拍电影更用力了？
398,什么是恶？恶意引导群众就是恶！进口药贵是外商的锅吗？
399,不懂见好就收，停在母亲出现前的一刻都至少圆了个可以称为动人的结尾，偏偏还要自作聪明再剪几个反转，朴信惠最后一幕都被拍的像国产恐怖片镜头，简直和全钟瑞的MV式演技一样用力拙劣。
400,知道她已经杀人了 不问就好了 被警察抓住完美
401,《超时空来电》《海市蜃楼》《黑洞频率》《手机》，结尾的反转真是鸡肋，不如编个套路把开头女主丢的手机做做文章
402,"养母虐待英淑是英淑的一面之词，善希说英淑养母救了自己一命。
英淑和书妍一样，也有幻谎症。
养母之所以杀英淑，是因为她能通灵，能看到英淑未来会成为杀人犯（第43分钟）。
书妍明知道英淑是杀人凶手，居然还去问她。
而且还动不动就挂英淑电话，从而激怒对方。
如果书妍不去问英淑有没有杀人，也不激怒她，而是装傻，说不定她的父母都能活下来。
没错，如果书妍不激怒英淑，就没有后面的剧情了。
所以编剧是为了推动剧情而推动剧情，不在乎是否符合逻辑。
英淑杀了那么多人，甚至囚禁小孩、杀死警察，居然逍遥法外20年都没被抓住，还能继续作案。
依然是韩国电影一贯的操作，给警方和主角降智，给反派开挂。
虽然不喜欢“正义战胜邪恶”的老套剧情，但这种主角、警方智商欠费的电影也没什么好看的。
平行宇宙、人格分裂都是过度解读，平庸之作而已。"
403,朴信惠那个角色给的筹码太少了，中间还发了两次昏（一次把预知对方会落网这一最大底牌起手就给白扔了，一次把捡到物证的拾荒老人真实信息透露给对方），导致力量悬殊被吊打。她那阿西吧绝命一吼后，观众以为她能来个爆种反击什么的，然鹅并没有什么大招，让这个角色看起来像个强行被降智来给反派开挂的工具人
404,这种为了反转而反转的技术流没有全钟瑞完全撑不起。
405,前面很好。父亲复活之后天使女主智商清零。恶魔女主全程让人反胃。
406,原来2020朴信惠才是赢家 又是和刘亚仁又是和全钟瑞搭戏的 
407,7分，两个女演员都很不错，尤其是全钟瑞。
408,妈的可真会营销啊  期待满满的看完  就这？？？反社会障碍人格可真是万金油人设  最近棒子编剧就逮着这一个薅 无聊…反派无厘头变态 女主傻白甜 报道都出了还“是你杀的 没错吧？” 造孽啊
409,相比于前辈《超时空来电》《黑洞频率》还是拍出了点新意，前者都是过去和未来互相拯救，《电话》却是救下过去本已该死的杀人狂魔。本可以是一场精彩的斗智斗勇，但无奈两者没能势均力敌，而是严重一边倒。就连最后本已升华而略感人的结局，在网飞商业化的刻意反转下也失去意义。
410,还不错 信惠欧尼真好看～
411,为什么未来改变之后她没有过去的记忆？这个BUG太大了吧。
412,韩版《超时空来电》plus，女主可真是白莲婊啊……虽然在道德层面上没法站女二，但是女主这波过河拆桥也是活该啊。最后反转有点尬，还不如一气呵成来得畅快些。金钟瑞演技nb
413,跟连续杀人魔通话，也是把跨时空通话的老梗玩出了一点新意，但剧情很多东西都经不起细琢磨，两位女主演技对比，那也明显是我们燃烧女孩全钟瑞更胜一筹！
414,題材沒什麼新意 幾個反轉下面下了功夫。你無法改變過去 過去連接著現在 而且現在因為過去的改變會越來越糟 十幾年前的蝴蝶效應早就告訴你了。（樸的演技顏值都不在我的審美範圍內 倒是金從燃燒表現就挺不錯的 這部直接吊打樸啊）三星半吧。鼓勵下新人導演。
415,65/100，对经典模式的改写与拓展成功做到了本土化，而以硬设定直接快速地引入类型叙事也是蛮大胆的做法。全钟瑞的优秀表演帮助了情境的快速缔结。逻辑问题主要是在设定，而人物的行为逻辑合理便足够，所以带来了足够紧密流畅的节奏。但在可以结束的时候刻意反转其实是自作聪明，多余得挺没有必要。
416,一直被模仿的《黑洞频率》，却从未被超越过... 最后一分钟拯救照着抄都抄不好，一下泄气了。
417,朝鲜语脏话教学
418,气氛倒是还行，可是bug未免也太多了吧，历史都被改变了为啥自己会没有记忆？要是女主童年被绑后醒来发现杀手成了自己妈说不定还能好看点
419,这水准都能被封神吗？
420,这种片不同于蝴蝶效应和恐怖游轮的严谨性，即无论怎么改变其实已经发生了，而韩剧包括信号和九回时间旅行，都是两条线同时进行，即过去和现在同时进行，过去可以改变未来走向，过去没改变前未来是不知道事情走向。
421,女孩的内心世界用类型化的手段来表达，试图与过去的自己达成某种和解，这是整个戏剧创作的基础。两个个体至少有二十年的时间间隔，唯一的联系方式就是电话。看到最后竟然都撕扯到一起，完全把苦心经营起来的尚且稳妥的模式结构破坏了。节奏不错，急缓、冲突转折、层层递进，越往后越重口，美学上一直在走下坡路。这女孩在乡间的路上奔跑时，我都能想起至尊宝来，就差喊般若波罗蜜了。整体上比较完整，调度不够精炼，至少有《电锯惊魂》《杀人回忆》的影子。
422,朴信惠有点像以前一位学生。
423,前面节奏和演技都太烂了！！直到全钟瑞开始变疯，我的妈整部戏都不一样了！过程中的细节和收尾都太潦草，只能靠后面几次反转来撑，还是挺紧张的
424,虽然构思不算新鲜，可看在东亚弄出这么难得的类型片上想给个四星，但最后还是被一大堆不必要的废话给恶心到了。观众知道的太多，看着一堆角色傻儿吧唧地说这问那然后送人头，体验真的太差了。
425,紧张感和让反派赢很好
426,【Netflix】作为翻拍片，将复古的电话穿越设定在剧本本地化和包装上用心打磨了一番，将怀旧电视节目、流行歌曲与当代互联网元素结合，做足商业恐怖惊悚氛围，成果不错，细推敲还是有不少一笔带过模糊不清的地方。全钟瑞的表演是全片最亮眼、最惊艳的闪光点。角色的狰狞、可怖、疯癫、悲剧性呼之欲出。此片加上《燃烧》，此女未来演技星途不可限量！彩蛋反而有画蛇添足的刻意，大可不必。
427,最后一幕是什么鬼？？？
428,3.5。
429,《黑天鹅》+《信号》=《电话》。
430,3.5，还能看，格局太小了
431,有点儿莫名其妙 女二演技厉害
432,ring，铃声与圆环。
433,本该是一个和母亲和解的故事，可惜该有的戏没做足，最后硬要往烧脑神片上靠，略微遗憾。
434,翻拍2011年的《超时空来电》
435,导演借用了一个非常吃结构逻辑的老套设定，配套满屏bug的剧本，编排了双时空反向救赎的猎杀爽片，硬生生一部魔女养成记。尽管后半段渐入佳境，但故事铺排阶段的因果硬伤依然严重到影响观感的地步。片子本身加入非常多类型元素，有对人类宿命论的尝试探讨，包括巫女为何可以提前洞悉女儿的未来？难道仅仅只是依靠神力？时空线索的嵌套或许比观众看到的更为复杂。另外也想到，我们的身边人，会不会在某个时刻，也经历了蝴蝶效应。细思极恐。
436,韩国惊悚片太喜欢故弄玄虚了，本片也不能免俗。故事中规中矩吧，主要是看到开头脑洞了一下全钟瑞会不会是女主她妈，结果剧情还挺平常的
437,时空无法穿越，但人格可以分裂。电话在脑中响起，人在现实中杀掉。
438,3.5，还能看，格局太小了
439,有点儿莫名其妙 女二演技厉害
440,ring，铃声与圆环。
441,本该是一个和母亲和解的故事，可惜该有的戏没做足，最后硬要往烧脑神片上靠，略微遗憾。
442,翻拍2011年的《超时空来电》
443,导演借用了一个非常吃结构逻辑的老套设定，配套满屏bug的剧本，编排了双时空反向救赎的猎杀爽片，硬生生一部魔女养成记。尽管后半段渐入佳境，但故事铺排阶段的因果硬伤依然严重到影响观感的地步。片子本身加入非常多类型元素，有对人类宿命论的尝试探讨，包括巫女为何可以提前洞悉女儿的未来？难道仅仅只是依靠神力？时空线索的嵌套或许比观众看到的更为复杂。另外也想到，我们的身边人，会不会在某个时刻，也经历了蝴蝶效应。细思极恐。
444,韩国惊悚片太喜欢故弄玄虚了，本片也不能免俗。故事中规中矩吧，主要是看到开头脑洞了一下全钟瑞会不会是女主她妈，结果剧情还挺平常的
445,时空无法穿越，但人格可以分裂。电话在脑中响起，人在现实中杀掉。
446,那股子惊悚压抑的暗黑悬疑氛围营造的蛮好的。借了人家好莱坞时空对话改变未来的创意，主题和剧情上还是翻出了点新花样（不过论逻辑严谨度不如《九回》，剧情合理度亦不如《信号》）。反派立场属性的转换：被困少女—嗜血恶魔，双女主关系的置换：互帮互助—敌对决裂。朴信惠的皱眉苦瓜脸演技被气场全开的全钟瑞吊打得连渣都不剩（人设太蠢也是减分原因之一），足可见偶像派与实力派之间有壁。
447,胶着…不适合周日晚上看
448,壹件小事引發的蝴蝶效應改變人生是不假，但總體表現的有點亂來了，韓國挺喜歡密室啊（寄生蟲），建議不要隨意聽信陌生人的電話害人又害己。
449,一般般！一点不吓人！但是好久没看到连环女杀手（不是女鬼） 算女权么？！
450,过去改变未来里比较有新意的片子。
451,期望太高，前一小时太拖沓
452,韩国的美式商业片之路，蝴蝶又来煽动翅膀，呃，不同时空同一栋房子用电话链接的两个女人，以为救了个被养母虐待的可怜人，结果……还混了驱魔元素笑死。
453,质感很不错。不过结尾编剧有点自作聪明了。
454,3.5。逻辑自然经不起细想，但是大部分时间里算是能够自洽。收尾的三十分钟是大败笔，一方面让成年后的书妍完全处于被动无所作为的局面，一方面又流于暴力解决问题的俗套而不是更高级的智取来化解一盘僵局。而且，最后的彩蛋其实也有点画蛇添足之嫌
455,女主有时候聪明但有时候又犯蠢智商不稳定（可能是为了推动剧情），后半段质量开始下降，两段搏杀交替剪辑看起来混乱，最后结尾彩蛋画蛇添足
456,合格的类型片，编剧一定借鉴取经了不少了吧，彩蛋没有必要。全钟瑞起点真高，这才是她第二部电影，未来可期。相比之下，朴信惠发挥不差的，但是否仍在舒适区。
457,设定逻辑完全显露出来后就没有了吸引人的情节，每个人的死亡只是暴力的累加，缺少循序渐进的情感转折和推进。
458,不可挑战掌握命运之人，更不可挑战挑战掌握命运之人之人
459,第四十分钟起本应是高能节奏，但慢慢泄了气，差了那么一截，韩国这几年真是多人间邪魔电影。
460,老梗新玩，有点意思，没大意思，又是驱魔又是连环杀手的，设定连同情节都太飘了。金钟瑞这个邪性气质，啧啧，还能继续开发。
461,知道导演是90后，惊叹不已。
462,逻辑不通硬伤较多。
463,就还行吧，都是别人用过的设定，没有太新的东西，最后的反转也没多大意义。
464,3.5 恶魔姐姐太飒了吧。稍微没够上期待，但是演技不错，题材玩出了新东西，逻辑有点乱。
465,很棒的悬疑
466,一般，不够感人也不够悬疑也不够科幻也不够烧脑
467,精彩是精彩，但经不起太多推敲，时空设定比较粗暴。
468,反转到后来显得画蛇添足了
469,导演根本不在乎这个设定合不合理，科不科学，他在乎的是刺激，揪心，残忍，无助，很好他做到了，还秀了一波母子情深。
470,认识了一个叫金钟瑞的女演员，演技爆表，都盖过朴信惠了，结尾的反转有些画蛇添足吧
471,这部电影剧作层面没什么可夸赞的，逻辑也难自洽，不能深究。不过制作层面在灯光以及服化道，可以说相当用心了。很多恐怖的氛围是通过光影做到的，整个制作水准都高于国内恐怖片，国内的恐怖片要么是全黑式的阴森森，要么只知道打个冷光。
472,除了有点炫技，完全看不出是90年导演的处女长片，太从容流畅了。全钟瑞200分
473,韩版农夫与蛇
474,没看过原版，就韩版故事来说不断篡改未来的设定也太不遵守科幻片定理了，不过这样的确来自过去的威胁感更强，加上全钟瑞的嚣张表演，跨越时空虐杀你的氛围是出来的，与之相比朴信惠的现在时空完全被压制，没构成双方势均力敌的斗智斗勇感，最后只能回归到母女情的支线，但好像又缺乏和解过程，还搞了个画蛇添足的反转，比较可惜。
475,还是这种跟过去搭上线，妄图改变过去的老套路。朴信惠演得也不好。
476,惊悚有余，逻辑不足，两位女演员演得很不错
477,我还以为我们家东龙演的警察能有点什么作用，结果一秒被杀😢
478,"2020.12.06
画面不错，色调挺漂亮，演得也蛮到位，但这个题材实在太太太老套了，而设定的精细程度却还比不上这类电影的老前辈《回到未来》、《黑洞频率》。"
479,大反派血条也太厚了，中间有个笑吓到我了，其余的还好
480,电话时空穿越已不算新鲜，连线互杀还算有趣，全钟瑞的洒脱演技跟朴信惠一比后者立刻逊色不少，另外结尾挺没必要
481,凑合吧，下饭不错，看评论感觉模仿了不少超时空来电和黑洞频率，但是bug太多，女主智商堪忧单方面被虐，结尾反转更是俗上加俗。
482,中规中矩，结尾强行反转、疯婆子演技好叼，朴还是过于表面，但爆发场景还可以。
