,review
626,Ｄ / 剪辑思路依然超群，包括局部的灵巧碎片编织，也包括有些重要情节点的时序转换。但是，按照高配版《我和我的家乡》（除了宁浩）的模式确实注定拍不好这个题材。《喜欢你》还是在相对裁剪了较多社会语境的前提下专注于二人情感的刻画，由此不疾不徐地引出阶级与品味区隔的暧昧关系。但《一点》则不得不过快过急地涉足更多复杂得多的经济发展甚至地缘政治论题，一个个抛出却又只能全数塞回那个欣欣然的框架中。或者换个角度看，在明快清新的气氛之下，它展现出了比《夺冠》高超得多的意识形态和稀泥技能（狗头）。然而到头来，依然只有那句“在北京你留不下一个脚印”显得格外真实。
627,剧作太头重脚轻，所有笔墨都用在构建这三个“可爱”人物以及他们社会困局，但成功太轻而易举，在主旋律商业片中，困局不需要解决，只需要眼花缭乱一顿轻快剪辑+配乐。这足够讨喜也相当狡猾。
628,3.5；演员非常讨喜（彭昱畅真是太可爱了），拉高不少好感度；节奏明快，笑点与感人点掐得较准，很会结合时事抓热点，用Coffee or Tea指代两代人的观念差异、运营方式/创业眼界的改变。过于明丽高亮的色彩倒也契合类似某种滤镜，将乡村合伙人之路涂抹修饰得如新农村建设宣传片，类型片模式下又一次成功学口号的胜利——可能这才是正确/合适的过节观影打开方式？
629,"陈可辛监制，彭昱畅主演，所以应该叫《中国合伙人之向往的生活》。
本质上是一部成人童话，一部鸡血式的励志片。
优点在于节奏好，轻快，招人喜欢。
但对照现实看，太假了。
有人说，假不怕，电影不就是造梦的吗？
电影造梦不假，但它造梦的方式又是很现实的。说白了，是用可能的方式完成了不可能的梦。
听起来有点不可能哈，但你细看那些好的造梦电影，都是这样的。
回到这部电影来，最大问题就是全片没有危机。
这个梦从头到尾没有遭遇真正破灭的危险。
是选择600万卖掉，还是选择继续自己干，这也算危机吗？
这是在两个都不错的选择里，撒娇式地挣扎。
而刘昊然回到北京，自己幡然醒悟又回云南的过程，也十分草率。
总之就是成功太容易，困难太少，逃避了很多现实问题。
这样当然看着爽，但爽只是爽，不是好。"
630,剧本是弱项，但导演对影像的把控和三位演员的表演太加分了，给当下的国产电影增添了难得的元气。所谓“秀兵”，就是“秀才遇见兵”吧。签合同之后，剧作在“容易的事情和正确的事情”之间选择了前者。秀才（现代、咖啡）对兵（传统、普洱）的改革远远没到位。刘昊然“黑化”后又回去，这一笔，即顺从主流的妥协。就像那咖啡，非要加个前缀。
631,懂得包装的电影，插入了视效和音乐让电影支离破碎的剧情变得里琅满目，剧本中其实暗含不错的因素，人物身上的情感线和事业线的结合，对于成功的认识，还有谭卓那一番谈分工的大的主题背景，但最后的收尾实在是太功亏一篑，无论在人物和主题思考都讲得一般。刘昊然的台词有点差，尹昉不少戏都演得像晓明，彭昱畅虽然有塑造痕迹，但他还是最好的。个人还有觉得纳闷的是，这类题材导演都喜欢把家乡的视角放到这么小的村子，其实夹杂中间的四线甚至三线城镇很少被表现，他们的人文不会像村子（祭神和集市）含量这么高了，论发达也还在中下游，那这样的家乡主题该如何表现呢，所以我觉得可能共鸣还得要从这里面去找，不是地域，是由地域塑造的你。
632,国庆档的一缕清风，散装青春合伙人，喜剧桥段很无厘头，创业故事略显夸张仓促，土味造型把三个弟弟的颜值带走了，失败的只是事，不是人，看完你会记住这句话，以及真的很想喝普洱咖啡（片名真的不是对家起的吗？一点不抓人一点没帮助
633,建議豆瓣出個3.5🌟的功能.
634,剧本是弱项，但导演对影像的把控和三位演员的表演太加分了，给当下的国产电影增添了难得的元气。所谓“秀兵”，就是“秀才遇见兵”吧。签合同之后，剧作在“容易的事情和正确的事情”之间选择了前者。秀才（现代、咖啡）对兵（传统、普洱）的改革远远没到位。刘昊然“黑化”后又回去，这一笔，即顺从主流的妥协。就像那咖啡，非要加个前缀。
635,懂得包装的电影，插入了视效和音乐让电影支离破碎的剧情变得里琅满目，剧本中其实暗含不错的因素，人物身上的情感线和事业线的结合，对于成功的认识，还有谭卓那一番谈分工的大的主题背景，但最后的收尾实在是太功亏一篑，无论在人物和主题思考都讲得一般。刘昊然的台词有点差，尹昉不少戏都演得像晓明，彭昱畅虽然有塑造痕迹，但他还是最好的。个人还有觉得纳闷的是，这类题材导演都喜欢把家乡的视角放到这么小的村子，其实夹杂中间的四线甚至三线城镇很少被表现，他们的人文不会像村子（祭神和集市）含量这么高了，论发达也还在中下游，那这样的家乡主题该如何表现呢，所以我觉得可能共鸣还得要从这里面去找，不是地域，是由地域塑造的你。
636,国庆档的一缕清风，散装青春合伙人，喜剧桥段很无厘头，创业故事略显夸张仓促，土味造型把三个弟弟的颜值带走了，失败的只是事，不是人，看完你会记住这句话，以及真的很想喝普洱咖啡（片名真的不是对家起的吗？一点不抓人一点没帮助
637,建議豆瓣出個3.5🌟的功能.
638,节奏明快，神清气爽，口号喊得很正的一部鸡汤片，祝它发挥自己的功效。
639,云南人看这个真的有点尴尬，小粒咖啡我们种了快一百年了吧？我小学的时候小粒咖啡就出口到日韩欧美了，人家都很认可，不会说什么“中国的咖啡也叫咖啡吗？”之类的疯话，那时候顶多是觉得农民自己烘咖啡豆的技术不行。后来星巴克、雀巢、麦氏都在云南买小粒咖啡，然后在片子里莫名就树立成坑中国人灭中国种咖啡的大反派了，这……你为了吹扶贫也不能这么拍吧？多给一星给尹昉，弥补了《新世界》给我造成的心理阴影，另外劝彭彭不要再刻意模仿黄渤了，原来的你挺好的。
640,有能力的导演随便拍拍就比那些个人强。
641,两天连看了两场电影，《夺冠》是期待太大，未免失望，这部小成本主旋律喜剧确是惊喜，很多有趣的奇思妙想让90分钟好不乏味，等手机可以看了，也许我会再看一遍。
642,能把浮夸喜剧做到可爱已经不容易，但遗憾的是电影的气质一直在廉价成功学鸡汤和日系脱力喜剧间摇摆，没能花时间好好打磨。尤其到三人吵架高潮戏开始是什么灾难剪辑，完全放弃起承转合进入2倍速播放了，白白可惜了forever young。
643,命题作文拍成这样挺可爱的。只是群演们实在演的太好了，三个主演反而游离于电影之外。彭昱畅尹昉两个本地人显得像个异乡人，模仿得了口音模仿不了魂。刘昊然向阳花体质也不像一个从风口跌落无数次的投机者，更像是唐探的一次下乡扶贫。不是三人演的不好，而是在真正的本地人衬托下脱节了。
644,7 后面还行，再多给点时间徐宏宇应该能剪的更好一点。。
645,这怕不是改的某个小品剧本，不过心意倒是好的
646,3星半。国庆档观感最轻松节奏最轻快的电影。1.本片最大亮点就是把一个非常土的创业主题拍得年轻时尚又俏皮。2.每一首原声和配乐都好听，有一种莫名的朝气和热带气息。3.创业之外还带了点父子羁绊的主题，比例拿捏尚可。4.剧情还是太顺理成章了，创业中遇到的挫折基本都充当了“工具人”角色，并不算现实，说好听点是乐观，说难听点是浮在半空。5.“所有的出发都是为了回家”。
647,70/100，这才是真正的《我和我的家乡》，良好的节奏把握是核心，人物、几条叙事线至少是完整的。类型语言甚至超现实段落的融合与高速剪辑都算得上亮点，大量Blue Hour的摄影也挺好，一部商业片，做到这样就是完全合格甚至优秀的，至少我不排斥像这样的音乐录像带风格。
648,主题蹭了扶贫，但本质上是成功学。
649,整一部下沉讨巧版《中国合伙人》，看是能看，尬的也不少。好玩的是，主题刚好切了隔壁同档期的“我和我的家乡”。相较之下《喜欢你》更顺畅，许宏宇这种“不切实际流”还是适用于幻想系爱情故事。这几位主演都算是内地较有特色的青年男演员了，希望他们多在文艺片里磨磨刀。
650,3.5，缺乏真实支撑的创业故事，怎么看都会显得鸡汤。借由角色之口，还说出来了很多成功学性质的话语，最有意思的是调侃《中国合伙人》和哈利波特。但是很喜欢三个演员，互相都有CP性，我是他们三的群体CP粉，简称群P粉，三人拉手睡，甚至还有彭彭吃醋的画面～尹昉在夜色里的侧颜，也太帅了吧！
651,卡司+许宏宇，交出这样的成品实在有点说不过去。最大问题在本子，像是个匠气十足的模范例文，还是十年前的那种，以至于摄影和剪辑那点俏皮趣味都被时不时的煽情mv冲散得七零八落。倒也不是说煽情不好，可惜全都没在点子上，难得有些动容的地方也好似怕观众被虐哗啦一下子就翻了篇。P.S.不想着怎么讨好观众，而是稳稳当当地讲一个「回」的故事多好。
652,跟处女作《喜欢你》的优点一样，许导演的节奏感真的很好，剪辑风格也轻快；缺点也一样，就是剧本撑不起来，前半程故事讲得很舒服，后半程突然来个戏剧冲突（本片是收购谈崩友谊破裂，处女作是厨师换人爱情破裂）把故事冲垮了。另外，对于两片同样把现实理想化的设定，在《喜欢你》里“亿万富翁与普通女孩相爱”是可以接受的，在本片里“创业之路一帆风顺一笔带过”却是难以接受的。总之，两片剧本都先天不足，能靠导演和表演把戏撑到及格，实属不易。
653,及格的轻喜剧电影，搞笑的部分不算出彩，正能量的部分不算尴尬，平平淡淡地结束了。无功无过，考虑到是导演处女作，很值得鼓励。拜托刘昊然不要再演这种智力优越的天才小少年，看得累了。
654,观摩了点映，总体感受是高于预期一些的（从打分看可见预期本也不高）。切入主题前更多是在安置笑点，通过彭刘二位的角色反差制造喜剧感，方式不见得高明但梗并不低俗，而且貌似蛮有效果（“貌似”是因为我没怎么没笑，但身边的人好像都笑得不轻，是他们的问题还是我的问题，我更倾向于后者）；切入主题后随着尹的加入，则正式进入“上价值送温情”时间，亲情友情家乡等等。我不是刘的粉丝，但他却总能赢得我的好感，这可能是他自身的魅力所在，只是千万不要让他演绎严肃戏码，他真的不太会。
655,半部《中国合伙人》。虽然结尾左右互搏，但跳切式的快摇和幽默的调度仍有主旋律解毒之效。
656,前半部还不错 后半部有点尬
657,一大碗鸡汤
658,笑点高能招笑，看得很来劲
659,比预想强一点，但笑点尬鸡汤齁，强行国民荣誉感国民自尊心，都要立一个“星雀”的假想敌来实现。以及三个人吵架的高潮戏，麻烦台词跟台词之间逻辑理顺一点行不行？跟情侣之间无理取闹似的，我看着都干着急，想说能过过不能过赶紧离！最后，强行卖腐不能忍。两星半。【以及，真的，流量演员的路人好感早晚让粉丝给败光。
660,艾怡良的歌之后没啥可看的了……
661,很一般
662,鬼灵精怪是真的 创业这么easy是假的
663,阿里的宣传片吧。中国合伙人第二季？平平无奇，冲突来的莫名其妙
664,非常一般 创业题材也能拍的这么平庸无趣缩减到三十分钟并入电影我和我的家乡 说不定更好呢
665,设定太像王宝强跟徐铮了，我看的时候全程在想要是王宝强很徐峥来演会好看很多，刘昊然太年轻太帅了，演这种角色毫无说服力，很出戏，彭昱畅还可以。
666,前半段很棒，搞笑温馨又淳朴，后面直接变成央视财经频道是闹哪样？
667,没有特别触动我，剧情比较清淡，有几个笑点还不错。
668,"全片鸡汤过多，太腻了。矛盾冲突永远离不开钱，而最后也超越了钱，普通励志片的基本套路。

那个咄咄逼人的女人凭这种本事还能坐到那个位置，公司高层都是群傻子吗？艰苦创业精明人，世界公司铁憨憨。"
669,本质和《中国合伙人》一样，是过于讨好的成功学电影，但格局更小，论点更浅。养生朋克，文艺卖钱，小镇青年的阶级跨越，每一个角色、每一个细节都是精准点草。
670,一部一点也不好笑的喜剧片，唯一让我动容的是那句邓布利多老爷子的金句：我们经常在正确和容易的事情之间做选择…
671,整体喜剧故事的欢快度还是可以的，就是那种夸张的“春晚式”表演让人不舒服，不过比家乡那种夸张还好一点。虽然是谈创业，看起来很励志的样子，但其实给人的感觉就是很理想化，创业的艰难简单表现了一下，难以给人完全的信服感。这三个小鲜肉表演还行吧，刘昊然最讨喜，但是演一个历经风浪的创业者看着还是太嫩了。
672,剧情一般，笑点和泪点都差了点意思。昊然弟弟能不能演个好好穿衣服正经帅气的电影啊？别浪费了这张脸！小黑猪很可爱。
673,能听见远山树林的声音...配合手势特别...传教...
674,刘昊然和尹昉选得不好 只有彭昱畅感觉对了 拼贴感严重 导致两首湾湾歌曲主题虽然适合 但就是融不进去 情节一步一步在预料之中 冲突来得是不是有点晚？后期总感觉要结束了 但是又来一个片段 整体不太满意吧 （刘昊然嘴皮子还要努力
675,可能是期望太高，看完真的觉得一般。梦境的部分太出戏了，后面节奏快得有点乱，以及昊然弟弟一演聪明人就变成秦风了。
676,非常难看，成功的如此简单
677,英文名应该改成coffee，tea or 3P？
678,2.5。想起UFO时期那些轻松的中产小品，不同的是，这部先天主旋律的局限，所以最后真的是靠导演的技巧才能出来这样的效果，在商业小品领域，许宏宇未来可期。
679,小女孩跑回家跟母亲说在学校里当着那么多人他想吻我~~~母亲说看来你应该跟他谈谈。换成中国，不堪设想。
680,事实证明，很多人还是喜欢绣花枕头的
681,什么乱七八糟的心动……小孩的幼稚你就以为是爱情了……家庭的温情和励志不就好莱坞的那些老一套嘛。。。。。。。
682,我没砰然也没心动。
683,很纯的故事，也许是太纯了，所以让我喜欢不起来，总让我联想到心灵鸡汤，读者之类的故事，中间有几个小波折，最后是励志的皆大欢喜的结尾。不痛不痒，也看不到新意和发人深省的东西。难道是我心理太阴暗，太挑剔？我宁愿要看血肉模糊的现实。
684,美好清新，容易令人喜欢，片名可以叫《小鹿乱撞地翻动下一页》。评分过高，8分左右可以接受，何至于9.1分....
685,一个暗恋女苦尽甘来的故事，美式罐装心灵鸡汤，看来很多人都喝high了。
686,还可以吧   青梅竹马    不过没有打动我
687,觉得不太好看 为什么分这么高呢
688,真正的幸福是来自内心深处
689,评分这么高的点到底在哪里？
690,故事很简单，罗伯莱纳好像也不接故事复杂的活儿，其实这片子说起来，故事又简单、形式又很PPT，是没什么意思的，但是看的时候心情还算愉悦
691,很清新的电影 两个小孩内心的独白 可以看到美景的梧桐树 
692,细腻柔软清新自然。但是8.9分简直太扯了，大家都疯了吗？
693,评价好高啊为毛我觉得很无聊= =而且这姑娘长得真像我一高中同学看到她我就觉得好悲剧……
694,D＋ / 半醉。男主也太好看了吧8。感觉有些家庭身份什么的完全可以更深入一点。
695,"有的人浅薄，有的人金玉其表败絮其中。有一天 你会遇到一个彩虹般绚烂的人，当你遇到这个人后，会觉得其他人都只是浮云而已。 
　　 
"
696,到底哪里好了=。=
697,傲慢与偏见的故事。
698,这片子打太高不好吧…反正我在low的时候一边看一边哭…
699,3.5。1.与世孤绝的荒岛群像，物竞天择的社会缩影。2.没想到，黄渤真的拍了个“蝇王”式的反乌托邦寓言；无论票房口碑如何，这样的尝试已然足够攒脸。3.那场倒置船戏挺魔幻，有种集体着魔的快感，曾剑的摄影很加分。4.的确，这样一部电影，在华语影坛还不曾出现过同类。
700,黄渤确实是本质山东人了，前半段一门心思搞政治明喻，结果后面还是个“底层屌丝做了一回君临天下的梦，最后一穷二白还能落一不离不弃大美女”的故事啊……
701,1.完成度确实不错，但也只到不错而已。2.从《迷失》化用了不少灵感，彩票、怪声、不想离开小岛，这一切都让人想到那部神剧中几个主角和几个设定的糅合与变形。3.关于人性实验，这种题材本身就是天然人性实验场，不然荒岛求生讲什么？有些部分很闪光，比如黄渤开了大灯，蛊惑人心的戏码，高喊的虚无理想主义能把封闭环境中的人群煽动到何等地步。但很快这样的野心就识时务地自我熄灭了。很多地方都是如此，刚想走向残酷的真实拷问，就戛然而止地返回关于爱情、关于钱财等等这些其实无关痛痒的伪拷问上了。这也怨不得导演，如果真的上演人性实验，我们也就看不到这“一出好戏”了。
702,作为导演，黄渤尚有些稚嫩，尤其是在整体把握上，还是欠些火候。但是，长片导演处女作，去选择这样一个话题，还是挺让人惊喜的。
703,我只能说我不能接受那么简单一个寓言故事竟然拍了两个半小时
704,并没有真正的群戏群像啊，只看到了群……
705,比《动物世界》更“动物世界”，是个《蝇王》似的乌托邦寓言，开局有些“空中楼阁”之上的不切实际和笨拙，直到中后段重构规则、秩序与自然生态的关系后，才逐渐明朗起来，是个辛苦活。彩蛋是完全多余的。挺佩服黄渤处女作敢拍一个这样的题材，有野心是真的。
706,王宝强太太太太太太太聒噪了，分分钟想上去堵住他的嘴！
707,黄渤野心很大，本可躺着大卖，却做了个很危险的片子。一出现代寓言，丝毫都不意外，电影很有力量，看似闹剧却无比现实。就是片长太长，王宝强太吵。
708,这就是把蝇王拍了一遍吧（还没那么写实残酷）黄渤真的很努力，这戏估计拍的没少受罪，其他人也是，张艺兴我甚至都看出一点点演技来了，但是这个不上不下的感觉，真是既没有被娱乐也说不上被教育，只能三星半
709,2.5。解释通货膨胀还挺精彩。其他的桥段构思大部分都能找到不同外国电影的影子，很多该狠该黑的地方都软了，大概是为了照顾总菊的情绪和民众的接受程度。还好不庸俗，作为一个国产喜剧不容易了。舒淇的角色真是越看越烦，毫无存在感的一个微博美女相册集锦
710,困在孤岛上几百天都不死人，这是在拍童话剧吧？作为黄渤的导演处女作还算可以，作为类型片就太可怕了，过犹不及得想喊救命。黄渤演技slay~
711,非常一般，作为喜剧来说全程无笑点，刨掉喜剧这个标签又是一堆的尿点，故事编得特别无聊，逻辑欠缺，说服力也不够，对所谓人性的表现方式特别浅薄。优点是不少分镜的构图很美而且有想象力，黄渤果不其然是摄影爱好者。实在没啥电影看又喜欢黄渤的话可以看看，深海恐惧症患者就别看了。
712,前半部分进入情境的过程太杂乱无序，好像导演还没学会怎样调度群戏的同时给出关键信息量。从开始建立规则变好，极端环境下人物的生存困境和性格转变逻辑清晰层层递进。不过人物功能过于单一，且在即将进入更深刻主题探讨的时候，就转变为金钱与爱情的简单选择展现。当《开心麻花》《爱情公寓》这种三观扭曲无耻抄袭的作品横行的时候，《一出好戏》借鉴《蝇王》的框架并且加入自己的思考，作为处女作有野心。（忍不住又要为另外一出好戏《动物世界》鸣不平。）
713,公司团建和年会上台表演节目都是世界上最可怕的事...
714,3.5；值得鼓励的题材探索，黄渤野心固然很大、创作方向也够明晰大胆，但执行力尚差一口气；努力营建的反乌托邦在皮相上想及小李子的《海滩》，浓缩了人类社会勾心斗角的历史与叵测的人性欲望伸张，群体内部几度内讧、几度“称王”，甚至让我联想到《阿基尔，上帝的愤怒》，但主线时常被煽情说教的冗长台词、无法自制的闹腾向心力给打乱，还要为纯爱圆梦，最终导致力有不逮。
715,格局太大 想讲的东西太多 感觉更适合拍成话剧 可能是处女作通病 太长太拖【艺兴可真惨 被一路坑修车划船干活挨揍啃鱼 小绵羊变狐狸也没捞到钱
716,D＋/ 命题上的宏大野心与其说是复原社会进化，不如说是当代金钱等级法则在历史中的一次幽灵潜行。其社会批判意义在第三段阶段与彩蛋中达到巅峰，承接了《驴得水》的现当代历史描摹，形塑出特殊而又恰切的畸形盛景与“革命”遗迹。然而尽管有如此架构支撑，本片依然示范了主题先行＋粗暴人性论会如何在方法论与视野上限制一部作品。全片多是巧合与荒诞而欠人物无共情，尤其是后半段为了推动转折所暴露出的破绽十分致命。在剧作的完成度上和《驴得水》完全不在同一水平线。有几处运镜的设计的确是有心且亮眼的，但整体还是凌乱琐碎。尽管缺陷颇多，个人还是希望电影市场能多一些《一出好戏》而非《西虹市首富》。
717,完全是按照《蝇王》的路数来的，属于比较高级的那种喜剧，不恶搞，重讽刺，寓言化。人物塑造有些弱，完全是按照功能进行分配，但这本也是“一出戏”，并无需深究。整体剧情如果能往更黑暗的方向上走，就更好了。
718,黄渤的导演处女作能看出受宁浩和管虎挺大影响，也能看出他自身的经历和视野。充满文艺中年的自恋，没有西方同类电影的现实感，流落到荒岛关注的依旧全是人事，怼天对地，最终的落脚点不过还是男女二人。这大概也算中国特色的荒岛了吧。戏剧冲突足够，深度和技巧看不出来。
719,这是一出不能简单地用好坏来形容的戏，看似荒诞却无比现实，渤哥历史吃得透，人性摸得准，水花压得稳，可以说是非常走心了，但是五毛特效还是有点没眼看，宝强演技碾压全场，张艺兴是惊喜
720,立意的确有想当的野心与勇气，但是越到后程越感觉乏力，着力点全落在了尴尬的爱情戏上。而这个寓言可以延伸的那些方向，一个也没能走远
721,黄渤老师，懂黑场，很节制。关爱北极熊加一星
722,一出好戏，一场意外，一场考验，几段人生，可惜人生不是戏。
723,以后有舒淇的电影能不能拜托给她找个配音演员啊？！这口音听着就反胃。
724,摄影指导在尽全力拯救黄渤的审美。
725,屎想变冰激凌，需要同历灾难（重新洗牌）、天降资源（天降暴鱼群或者中彩票），智囊团组队、看准时机等待机会、再进一步托拉斯化垄断市场。可见阶层跃迁之难和马太效应之铁律。黄渤看来学过经济学。7
726,本来可以拍出一个瞒天过海、杀人灭口、人性崩塌、文明土崩瓦解、遮羞布下兽性爆裂的反乌托邦恐怖片，每每细思极恐的地方，黄渤都悬崖勒马了，强行导向一个风平浪静的结局。看吧，现实有时比荒诞更荒诞，讽喻之处才像锦绣上遗落的针，那么扎手和刺眼。
727,新导演的通病，想表达的太多，留得下的太少。人类总是希望能够用三言两语来描述文明进化史，乍一看觉得很厉害的样子，但细究下去还是一团浆糊，政治经济乌托邦人类文明梦想与反梦想，基本没有一个是真正立得住脚的，就像一开始那个陨石坠落这种蹩脚的设定一样。。。当然，可看性还算不错，倒转镜头也不错。
728,荒岛困境下的人性试炼场，荒诞浓缩版的人类文明史。黄渤处女作能拍到这个程度，着实不简单。对荒岛困境题材感兴趣的人推荐观看1953年的老电影《安纳塔汉》，该片根据历史上真实发生过的“安纳塔汉岛事件”改编，黄渤拍此片应该也受过该事件的启发。
729,黄渤王宝强我都挺喜欢的，所以及格分吧
730,"以为要去看纯喜剧来着猝不及防看了一个现代寓言啊真是没想到=_,=…，黄渤第一次就导演这种片子真的很意外了，想表达的东西是看出来了，但是片子并不太好看啊就是… 要说表达人性转变么也太温吞了，这扔荒岛上一个月早死了一大半了，哪还这么多人瞎咋呼半年的？和舒淇的感情线超级尬并且这个角色不应该选舒淇来演，一开口太出戏…   不过国产片这种类型的太少，慢慢进步吧"
731,只能说一声诚意可嘉。
732,看得出，努力（过)了。
733,3.5左右，偏小于3.5.前半部是《蝇王》，后半部是《地下》。整体框架是这两部经典电影，然后往里加枝节。黄渤没有选择喜剧类型作为他的第一部导演作品倒是有点意外，副导演看来是出大价钱找了厉害角色，总之一看就是熟练工。黄渤有野心，但最终还是要考虑投资和市场，不敢排成黑暗解决，否则作为他的第一部导演作品，还真能石破天惊一下啊。可惜了，真的只就在外面蹭了蹭，没进去。
734,荒岛求生，演员都很好，除了舒淇比较违合。剧情很好，简单但不失哲理。
735,编剧很多，但感觉这个剧本，还是给写串了。要想往生存寓言的路子上靠，必然会涉及残酷黑暗，但那些有关爱情、逆袭、大团圆之类的商业考虑，把剧本的深度和力度又给消解了，所以整体效果就是这般不痛不痒，中规中矩，作为导演的黄渤，个人愿意给他及格分，但也不会再抱什么期待。事实上，最失败的角色也是黄渤的这个小人物，一个生活中的失意者，善良的卢丝，有狠过，却最终过不了自己这一关。这样的人设虽然省事，但在影片中的反转更多是借靠编剧的一厢情愿，实际上并没有什么说服力。作为演员的黄渤，这次也被王宝强比下去了，后者那个角色虽然还是二得有点楞，但起码在“狠”上有了点突破。而黄渤走的路子，倒有点像刘德华了，不是演得不用心，而是总有些固有标签没甩干净。最后说说舒淇，这大概是她在近年银幕上最美的一次，可见摄影还是很重要。
736,演员跨界的不少，但处女作就如此惊艳的屈指可数。
737,极限挑战番外篇：风景胜地，荒诞的情节设定，与世隔绝，重新定义交易规则，明星老总放下身段，与百姓一起合作，开始时要为利益尔虞我诈，绝望时要有从天而降的希望，最后要体现友谊（爱情）超越一切。如果孙红雷扮演张总就完美了。总体感觉借用真人秀的资源和设定，有点偷懒，本质上无话可说。
738,一座没有叛舰喋血的皮特凯恩岛，一汪没有火之战大逃杀的太平洋。看得出想传达关于人类最初文明进阶的野心观念，包括劳动分工带来的阶层出现，以及剩多少人才能维系人类文明。可是表达方式和节奏都非常尴尬，一些本可带给观众的深邃思考被一点不好笑的胡闹充斥替代，更不用说从资源到形象等丝毫不做考虑和设计的基础细节。直至结尾才出现那么一点黄渤几年前《杀生》的荒诞性。
739,开头多语新闻播报的口音都没实感，专家发言也不行，还有个春晚小品式上海口音普通话的马屁精，灾难场景不说了，心想也许只是设定浮夸点，说不定后面正戏能看。。结果就是不能看，从人设到台词到演技到三观，没一分钟能看，我只坚持了一小时，后面能好起来的可能性估计也不会比中六千万更高了。。黄渤看起来智商挺高一人，是不是故意的。。（不太愿意相信自己眼瞎
740,若非真人秀，人性早奸杀掳掠了，哪里等得到一次次机械降神？新手都喜欢搞“人性寓言”，殊不知“人性寓言”为了寓言大多无法直面人性。
741,格局是有了，太多细节经不起推敲。既然经不起推敲，那搞再多解读都没用。
742,黄渤没有取舍，想表达的东西太多了，所以前后两段是割裂的，前面是一个还算可以的社会学故事，后面就彻底飞了。爱情戏写得蛮烂，舒淇那个角色的台词和存在感都很尬。那场鱼雨是对《木兰花》里青蛙雨的致敬吗= =
743,野心很大，但实现得也不错，是一出寓言。不过长了些，女性角色可以再无用些吗？
744,没有影像风格，这可能是黄渤要想成为一个好电影导演最需要克服的困难；张艺兴的角色转折太硬；觉得黄渤真心喜欢舒淇，舒淇的角色没有太大难度；整个片子符号的意识太强，人的意识比较弱，可以理解，但是并不太好；黄渤有个神奇的体质就是不招黑，他认真地想一些乱七八糟的，你也还挺喜欢他的认真劲儿
